ANID,Ware,Country,Province,Site_Name,Ceramic Type,As,La,Lu,Nd,Sm,U,Yb,Ce,Co,Cr,Cs,Eu,Fe,Hf,Ni,Rb,Sb,Sc,Sr,Ta,Tb,Th,Zn,Zr,Al,Ba,Ca,Dy,K,Mn,Na,Ti,V,,,
 PCD1562,Redwares,Belize,Cayo,Tipu,Ixpop Polychrome,4.6547,13.1585,0.241,13.4892,2.6666,1.5479,1.5071,25.9515,3.4725,20.694,0.23,0.5504,14925.1,2.6718,21.22,7.51,0.5215,6.0994,676.17,0.4288,0.3949,5.2813,58.71,73,45010.7,362.4,275408,1.9795,2212,278.21,452,2626.2,44.76,,,
 PCD1563,Redwares,Belize,Cayo,Tipu,Ixpop Polychrome,7.0764,19.9801,0.3528,18.6341,4.1311,2.5326,2.2343,39.7828,5.7735,29.362,0.2804,0.8554,23757.5,4.0605,40.06,11.39,0.76,9.2586,563.92,0.5952,0.6545,7.5262,66.98,128.4,67438.2,414.7,218502,3.0145,3323.7,243.95,589.7,3224.8,73.19,,,
 *PCD1564 ,Redwares,Belize,Cayo,Tipu,Ixpop Polychrome,9.8391,22.802,0.3972,24.4841,4.7041,3.1284,2.5051,47.0943,6.8297,34.059,0.3592,1.0146,26695.9,4.3625,0,5.37,0.785,10.1811,484.04,0.6762,0.6183,8.5119,61.28,131.46,74109.5,420.4,198908.3,3.6581,3692.7,231.97,621.2,3731.1,85.81,,,
PCD1392,Redwares,Belize,Cayo,Tipu,Sacá Polychrome,5.3555,16.7759,0.2733,15.5178,3.4297,1.9691,1.6479,32.8522,5.3728,28.371,0.1742,0.7063,20886.3,4.207,0,5.68,0.8221,7.8437,235.46,0.5383,0.5013,7.3032,56.29,101.37,57532.8,504.4,234839.2,2.6005,2555,261.37,466.9,3255.8,66.49,,,
PCD1418,Redwares,Belize,Cayo,Tipu,Picú Incised: Picú Variety,4.3101,51.1789,0.3505,45.3384,9.1851,1.3219,2.8344,99.6113,5.0726,84.318,0.7004,1.7673,24693.7,6.7114,0,10.39,0.8515,8.9009,133.28,0.8919,1.1176,10.0464,61.12,164.38,62155,282.8,174846.4,5.546,5186.6,225.05,1659.2,3886.5,47.96,,,
 PCD1419,Redwares,Belize,Cayo,Tipu,Picú Incised: Picú Variety,5.7317,15.2251,0.2354,15.5962,2.9538,1.8937,1.5876,28.0045,3.8394,25.045,0.3019,0.6128,19162.4,3.2119,0,3.41,0.5512,7.7505,557.08,0.4996,0.4223,5.8886,38.12,70.55,58162.2,497.5,250036.6,2.3487,2086.7,157.88,496.9,3619.9,49.24,,,
 PCD1478,Redwares,Belize,Cayo,Tipu,Picú Incised: Picú Variety,6.6161,83.8291,0.4977,75.299,15.0432,1.8665,4.2108,188.0052,6.0667,125.5643,0.732,2.9566,35211,10.0057,25.2,6.97,0.9161,13.7768,49.58,1.362,1.8094,13.9392,84.4,252.54,96702,387.9,26317.5,9.2838,5294.8,326.4,2017.2,5474.7,72.46,,,
 *PCD1496,Redwares,Belize,Cayo,Tipu,Picú Incised: Picú Variety,5.8763,42.735,0.2594,38.7143,7.6788,1.309,2.414,111.2334,2.6107,67.0932,0.7032,1.4813,17145.5,5.0067,0,8.16,0.5898,7.3303,194.92,0.6778,0.9369,7.5224,67.49,135.48,46976.2,271.9,228050.7,4.2025,1848.7,72.92,1006.6,3102.3,32.99,,,
 PCD1530 ,Redwares,Belize,Cayo,Tipu,Picú Incised: Picú Variety,5.9797,16.266,0.2632,14.653,3.4146,1.866,1.6471,30.7659,4.2483,27.8669,0.3646,0.6761,20370.9,3.4812,0,3.4,0.5788,8.1142,579.63,0.5197,0.4339,6.514,44.21,76.98,59276.5,443.1,254481.6,2.4197,1932.8,173.95,332.1,2994.2,43.61,,,
PCD1412,Redwares,Belize,Cayo,Tipu,Picú Incised: Thub Variety,6.1719,16.5462,0.2587,15.4812,3.2798,1.8263,1.7073,32.2382,4.5377,30.376,0.2526,0.6996,19165.8,3.3706,29.59,8.5,0.7188,8.0742,592.22,0.5225,0.4826,6.6822,54.69,70.36,60814.6,441.2,233768.4,2.7399,3889,194.67,752.7,3533.3,62.12,,,
*PCD1408,Redwares,Belize,Cayo,Tipu,Fulano Black,5.8327,17.0381,0.2576,16.4212,3.402,2.096,1.6488,32.6672,4.6481,26.709,0.3923,0.7127,19731.4,3.3287,33.68,12.5,0.6277,7.8227,578.89,0.5123,0.4857,6.6388,51.11,84.99,59156.8,454.2,233811.8,2.6335,5983.6,230.83,715.3,3153.7,59.35,,,
 PCD1457,Redwares,Belize,Cayo,Tipu,Fulano Black,6.4608,25.3627,0.3782,22.6347,5.0234,2.7653,2.5919,53.6542,7.1358,36.8945,0.3547,1.0652,26849.1,5.2335,21.34,12.92,0.9856,9.8002,184.21,0.6337,0.709,9.5718,67.93,145.88,66957.3,388.3,213092.1,3.8979,5744.9,269.81,680.8,3684.2,61.81,,,
 *PCD1470,Redwares,Belize,Cayo,Tipu,Fulano Black,7.3653,16.0507,0.2506,13.5732,3.3565,1.9783,1.7924,31.5677,4.8935,25.3663,0.3793,0.7062,22077.8,3.2036,0,9.58,0.6323,7.6938,568.45,0.4767,0.447,6.0645,60.6,79.41,57872.7,561.6,235025.4,2.8193,3796.4,210.85,1272.2,3208.3,52.88,,,
 PCD1533,Redwares,Belize,Cayo,Tipu,Fulano Black,5.9101,14.6562,0.2537,13.4939,3.0818,2.0005,1.4098,28.7442,3.9697,22.831,0.2683,0.6167,15639.5,2.7969,16.92,11.09,0.4995,6.2656,700.84,0.4168,0.4221,5.5496,54.25,69.81,45031.5,402.9,266479.7,2.1047,5884.8,477.51,749.3,2390,40.52,,,
 *PCD1565,Redwares,Belize,Cayo,Tipu,Fulano Black,4.2435,17.8646,0.3454,20.275,4.0387,2.0164,2.279,42.2278,7.3829,36.212,2.8875,0.7197,23597,3.3799,0,58.61,1.0398,9.281,58.37,0.7268,0.5361,7.8001,55.73,107.59,52974.6,330.5,219750,3.0048,12928.5,336.45,513.9,3190.2,55.49,,,
*PCD1480,Redwares,Belize,Cayo,Tipu,Augustine Red,7.623,17.962,0.2815,14.8823,3.8176,1.6701,2.2266,40.0087,6.8871,42.7066,3.9762,0.674,26443.2,3.8266,0,65,1.2641,10.5618,36.9,0.8712,0.5404,9.4521,55,80.57,57419.4,392.8,194872.8,3.453,10008.8,161.63,538.5,3865.8,58.6,,,
PCD1430,Redwares,Belize,Cayo,Tipu,Trapeche Pink,6.4108,17.3148,0.2387,16.8698,3.4176,2.2226,1.6821,33.6005,4.2929,29.32,0.3492,0.7069,21961.2,3.3791,22.47,4.45,0.5955,7.6847,323.14,0.5292,0.4648,6.7515,51.53,90.33,59588.1,382,221426.3,2.4833,1951.8,278.53,486.2,2819.5,63.29,,,
*PCD1444,Redwares,Belize,Cayo,Tipu,Trapeche Pink,3.6653,31.2584,0.2591,26.9359,5.5845,1.5716,2.2805,72.4245,2.6666,65.4913,0.5156,1.1194,18742.1,4.8261,0,10.01,0.4224,7.102,195.85,0.6787,0.7645,6.9532,66.77,111.34,51416.3,419.9,235495.9,4.0377,5122.2,44.94,1083.4,3036.5,32.21,,,
PCD1518,Redwares,Belize,Cayo,Tipu,Mul Polychrome,7.1312,20.5251,0.3097,16.3259,4.2172,2.3967,2.243,40.837,5.6278,34.5936,0.5098,0.8284,25968.9,4.1433,0,6.92,0.814,9.1573,429.03,0.6297,0.5229,8.5455,45.69,112.97,67930.2,357,237920.2,2.8643,1169.5,375.33,471.3,3366.1,71.52,,,
PCD1396,Redwares,Belize,Cayo,Tipu,Topoxté Red,1.5592,9.7641,0.1002,8.7643,1.8863,0.9996,0.8106,19.4593,4.2254,25.908,0.7839,0.3857,9140.5,1.5466,0,11,0.3396,3.3659,46.97,0.2216,0.2583,2.4767,28.67,47.24,27325.7,181.2,312406.2,1.4074,4859.9,386.48,698.2,1982.5,32.8,,,
 PCD1399,Redwares,Belize,Cayo,Tipu,Topoxté Red,1.7431,8.0833,0.1081,6.8057,1.5894,0.9229,0.6747,15.5098,3.4703,24.694,0.2978,0.3229,9219.5,1.396,29,8.89,0.3706,3.377,49.12,0.2173,0.1982,2.291,26.25,33.28,23639.3,142.9,293963,1.31,5761.3,239.3,458.6,1643.4,20.98,,,
 PCD1400,Redwares,Belize,Cayo,Tipu,Topoxté Red,2.3524,10.0965,0.1029,8.0253,1.9075,0.8469,0.7208,19.6244,4.3343,23.737,0.2507,0.3781,9811,1.5792,0,5.37,0.3341,3.2819,56.61,0.2275,0.2617,2.5601,28.13,31.96,27147,128.4,289592.4,1.502,3460.6,325.16,425.6,1636.4,18.53,,,
 PCD1401,Redwares,Belize,Cayo,Tipu,Topoxté Red,2.1836,8.7397,0.1173,8.2578,1.7439,0.9357,0.7769,18.0417,4.0159,22.451,0.375,0.3462,11141.9,1.7894,24.53,8.77,0.3824,3.9238,66.32,0.2501,0.2063,2.6647,32.54,51.32,32936.4,203.7,257493.4,1.3023,4549.9,254.7,630,2316.5,17.63,,,
 PCD1402,Redwares,Belize,Cayo,Tipu,Topoxté Red,1.4684,10.5282,0.1362,9.8854,1.9491,1.1848,0.83,19.3778,4.3156,24.957,0.4238,0.3987,10650.8,1.7106,0,11.43,0.3703,3.6602,73.46,0.2434,0.2294,2.6039,32.7,51.78,31356.8,140,274499.1,1.4908,4892.5,292.7,957.7,1974.1,23.35,,,
 *PCD1415,Redwares,Belize,Cayo,Tipu,Topoxté Red,1.6794,7.7248,0.1044,7.9552,1.5099,1.1467,0.6464,17.0592,4.6403,26.228,0.5277,0.3198,10656.9,1.5435,19.53,12.83,0.2883,3.6623,58.02,0.2277,0.2105,2.3847,25.85,36.27,29224.7,156.1,268569.8,1.1187,5307.7,398.98,218.5,1500.6,33.96,,,
 PCD1420,Redwares,Belize,Cayo,Tipu,Topoxté Red,1.6107,8.9134,0.1094,8.3502,1.709,1.0244,0.7331,20.1293,3.3264,23.9,0.6343,0.3461,9027,1.565,15.25,11.99,0.2965,3.3254,66.19,0.2138,0.2218,2.5545,41.62,34.71,26374.9,167.4,292082.5,1.2294,4517.9,238.48,371.1,1922,21.81,,,
 PCD1421,Redwares,Belize,Cayo,Tipu,Topoxté Red,1.442,8.667,0.104,7.7226,1.6667,0.8967,0.6787,19.2352,3.3649,23.817,0.6335,0.3388,8911.4,1.4775,14.51,12.93,0.3078,3.3226,56.97,0.2001,0.2237,2.509,38.76,39.85,25717.3,170.7,287166.4,1.3674,5032.1,233.22,436.1,1823.8,28.39,,,
 PCD1428,Redwares,Belize,Cayo,Tipu,Topoxté Red,1.678,9.7512,0.1225,8.4312,1.8772,0.6881,0.7713,19.0265,3.2176,21.809,0.3126,0.3815,8939.2,1.3684,17.15,9.39,0.3257,3.1133,50.82,0.2109,0.2649,2.422,41.05,35.64,26923,244.6,301424.8,1.5706,3273.4,279.56,448.4,1963.8,20.07,,,
 PCD1441,Redwares,Belize,Cayo,Tipu,Topoxté Red,1.8314,12.9569,0.1436,11.1203,2.4308,0.8659,1.0627,27.7689,4.5793,32.829,0.3204,0.4643,9596.8,2.0579,23.74,6.88,0.3722,3.5625,77.7,0.2212,0.2903,3.182,28.71,61.02,26254.4,241.4,318277.3,1.8332,3490.1,357.39,303,1851.8,25.66,,,
 PCD1448,Redwares,Belize,Cayo,Tipu,Topoxté Red,2.6536,8.594,0.0954,7.3473,1.623,0.9054,0.7348,16.827,4.2731,26.9794,0.2036,0.327,10854.4,1.661,21.01,5.61,0.2727,3.5325,55.28,0.2582,0.221,2.4952,54.04,43.28,29283.9,198.5,297460.9,1.2609,4012.6,360.68,268.2,1908.9,13.58,,,
 *PCD1450,Redwares,Belize,Cayo,Tipu,Topoxté Red,3.5134,8.588,0.0937,7.6578,1.6209,1.026,0.7232,17.0374,4.0356,29.0379,0.2263,0.3321,10611.8,1.5799,19.64,7.49,0.2801,3.6143,59.11,0.2297,0.2476,2.5065,36.87,39.66,29889.3,146.5,304234.5,1.3209,3286.9,272.74,258.5,1726.9,18.34,,,
 PCD1451,Redwares,Belize,Cayo,Tipu,Topoxté Red,2.5508,7.2285,0.121,6.4523,1.5238,1.1561,0.7817,14.1771,3.4223,26.4353,0.9789,0.3092,9853.1,1.4099,19.91,14.52,0.3953,3.5402,63.89,0.2211,0.2122,2.1285,24.16,31.92,26848.6,247.7,322410.9,1.1007,5931,256.39,899.1,1680.1,27.11,,,
 PCD1452,Redwares,Belize,Cayo,Tipu,Topoxté Red,3.209,7.967,0.1109,7.2637,1.535,0.8716,0.7038,16.695,3.8543,29.2083,0.1915,0.321,10326.5,1.6141,22.06,4.59,0.2972,3.5738,74.24,0.2253,0.2039,2.4068,36.78,42.4,33232.3,139.3,303446.5,0.9594,3873.3,264.58,247.8,1994.3,15.33,,,
 *PCD1453,Redwares,Belize,Cayo,Tipu,Topoxté Red,3.5528,8.1855,0.0898,6.5542,1.5506,0.8668,0.7058,16.704,4.2306,29.3687,0.2359,0.3125,10606.9,1.5916,0,5.89,0.316,3.6384,56.05,0.2262,0.2106,2.4164,41.87,33.78,34598.5,184.9,304730.3,1.325,4141.3,297.48,259.5,2157.2,20.68,,,
 PCD1461,Redwares,Belize,Cayo,Tipu,Topoxté Red,1.9768,6.9865,0.0915,6.5906,1.4257,0.8106,0.6617,14.238,3.2714,25.3061,0.502,0.2864,10042.5,1.4559,0,16.38,0.3869,3.5702,49.84,0.235,0.1915,2.1254,50.66,41.11,29184,157.1,304775.1,1.0939,6432,257.41,416.5,1837.6,21.03,,,
 PCD1465,Redwares,Belize,Cayo,Tipu,Topoxté Red,2.2841,7.5898,0.0981,8.2207,1.5259,1.0924,0.7041,18.8294,3.7394,24.0741,0.5138,0.3214,9720.4,1.5527,25.95,13.43,0.2822,3.474,78.24,0.21,0.2106,2.4373,45,37.87,27263.5,228.6,287511.4,1.3117,4603.8,308.06,546,1988.9,17.01,,,
 PCD1466,Redwares,Belize,Cayo,Tipu,Topoxté Red,1.63,7.6422,0.0848,6.1923,1.4876,0.9011,0.6431,17.0352,3.2879,23.7621,0.7223,0.3005,8987.2,1.516,20.93,14.7,0.3367,3.252,67.54,0.2007,0.186,2.2557,31.18,43.71,25737.4,294.1,308824.3,0.9322,5291.2,326.15,813.8,1705,27.7,,,
 *PCD1474,Redwares,Belize,Cayo,Tipu,Topoxté Red,2.5367,9.7312,0.1208,7.5662,1.9338,1.16,0.8613,19.8096,4.42,30.1852,0.3143,0.3844,11820.7,1.8447,17.8,7.26,0.4052,4.2785,57.2,0.2756,0.2666,3.0185,67.49,47.11,33352.1,319.5,262016.9,1.2376,7293.7,362.73,688.8,1960.8,22.86,,,
 PCD1475,Redwares,Belize,Cayo,Tipu,Topoxté Red,2.186,9.6825,0.1082,8.4986,1.8644,0.9109,0.8343,22.4468,4.7255,31.0764,1.1831,0.3873,11264.3,1.7895,21.13,13.23,0.3817,4.0862,49.81,0.254,0.2582,2.894,36.95,50.17,30591.9,317.7,302447.9,1.4697,6703.5,398.05,1509.6,2008.1,27.99,,,
 PCD1476,Redwares,Belize,Cayo,Tipu,Topoxté Red,3.0092,7.1258,0.1092,5.8588,1.4801,1.055,0.6708,14.2208,2.8871,26.7776,0.5944,0.2971,9596.5,1.5656,19.5,10.8,0.3766,3.5109,96.72,0.2253,0.2505,2.1131,33.16,35.78,27940.2,448,312205.6,1.147,6119.3,251.37,420.3,2009.6,21.59,,,
PCD1483,Redwares,Belize,Cayo,Tipu,Topoxté Red,1.9061,7.6995,0.0908,7.5292,1.5046,0.9334,0.6697,14.9906,2.935,21.3214,0.305,0.3121,8957.3,1.3182,12.88,8.91,0.3131,3.2093,42.59,0.1975,0.2103,2.1689,44.45,32.97,28220.1,306.6,303306.2,1.1032,7309.4,234.31,560,1978.7,17.04,,,
 PCD1484,Redwares,Belize,Cayo,Tipu,Topoxté Red,3.5275,9.5909,0.1216,8.9822,1.9204,1.0579,0.7999,19.276,4.8371,30.2355,0.5694,0.3909,11873.1,1.74,0,12.15,0.401,4.1899,86.53,0.255,0.2813,2.946,63.18,43.44,36508.8,376.3,274353.7,1.4722,6521.4,410.76,737.8,2195,24.07,,,
 PCD1490,Redwares,Belize,Cayo,Tipu,Topoxté Red,8.0176,25.8955,0.232,22.998,4.7532,1.4391,1.8339,65.5269,3.0988,54.9648,0.466,0.9123,16278.7,4.7138,0,5.84,0.4967,6.6395,139.71,0.6359,0.5701,6.7747,57.09,104.48,45954.2,198.1,223706.3,3.1847,4009.3,36.67,1199.5,2901.3,39.22,,,
 PCD1491,Redwares,Belize,Cayo,Tipu,Topoxté Red,2.928,8.6982,0.1312,7.5719,1.6937,1.288,0.7324,18.6384,3.914,21.9287,0.2566,0.3559,11150.5,1.6412,22.42,10.56,0.3397,3.9012,57.05,0.2543,0.2192,2.5704,40.83,42.59,31767.8,259.5,255231.8,1.2117,11007.1,361.55,269.2,2383.6,25.16,,,
 *PCD1495,Redwares,Belize,Cayo,Tipu,Topoxté Red,2.6485,14.5028,0.1734,14.6785,2.9012,1.1523,1.1593,31.6805,5.4545,35.0373,0.3422,0.5364,10428.5,2.2294,16.46,6.94,0.4902,3.8485,70.19,0.2384,0.3632,3.6845,31.04,52.42,24923.8,200.8,318292.8,1.9157,4238.6,416.75,290.4,1924.5,26.42,,,
 PCD1515,Redwares,Belize,Cayo,Tipu,Topoxté Red,2.6562,11.6728,0.1411,13.1364,2.3967,0.9142,0.9495,23.3927,4.5078,28.9451,0.2962,0.4371,10856.7,1.7748,17.13,4.63,0.3697,3.7504,83.1,0.2556,0.2896,3.079,30.35,49.17,30204.9,118.5,304564.1,1.7531,3377.3,351.2,529.9,1732,17.78,,,
 PCD1516,Redwares,Belize,Cayo,Tipu,Topoxté Red,2.6827,12.8454,0.1658,10.8295,2.5369,1.2615,1.0242,24.3337,4.8412,28.836,1.0613,0.4702,12194.7,1.9343,0,15.87,0.4401,4.2387,63.73,0.2754,0.3189,3.253,33.86,62.31,35556,115,284368.3,1.713,5429.3,476.44,1353.9,1586.7,34.07,,,
 PCD1517,Redwares,Belize,Cayo,Tipu,Topoxté Red,3.0072,18.275,0.21,17.7665,3.5724,1.138,1.3666,38.0342,8.7125,42.2267,0.6223,0.6615,14689.1,3.029,22.19,10.74,0.5303,5.0122,84.51,0.3507,0.3876,4.467,42.65,82.89,42937.5,265.1,269827,1.9574,4204.6,799.23,723.1,1826.8,30.53,,,
 PCD1519,Redwares,Belize,Cayo,Tipu,Topoxté Red,1.5917,12.4957,0.1643,11.7125,2.5456,1.1867,0.9724,24.1046,4.0588,29.6991,0.3294,0.4782,11449.5,1.877,0,10.92,0.3933,3.9675,77.72,0.258,0.2931,3.1106,31.69,44.89,31596.5,227.5,286760.8,1.4515,3801.7,461.97,589.6,1703,25.39,,,
 PCD1522,Redwares,Belize,Cayo,Tipu,Topoxté Red,1.9602,8.7603,0.1171,8.938,1.8673,0.8961,0.7254,17.9155,3.2807,23.8116,0.3846,0.3412,9539.7,1.4623,9.48,8.39,0.3547,3.3691,51.43,0.2227,0.2479,2.5008,31.17,52.49,26320.8,99.4,307855.1,1.5035,5279.5,260.68,416.1,1649.4,18.75,,,
 *PCD1524,Redwares,Belize,Cayo,Tipu,Topoxté Red,1.7762,8.8251,0.112,9.6668,1.8136,0.7418,0.7212,18.6617,3.2503,21.9452,0.3,0.3448,8120.8,1.431,21.65,5.03,0.2838,2.9824,53.92,0.1747,0.2124,2.3811,26.81,38.78,21447.9,90.9,330990.7,1.1832,2403.6,272.91,269.8,1203.7,12.98,,,
 PCD1526,Redwares,Belize,Cayo,Tipu,Topoxté Red,2.1917,8.2715,0.1193,7.0459,1.693,0.9202,0.6932,16.8058,3.8119,31.4671,0.4582,0.3162,10342.5,1.6251,16.98,10.57,0.355,3.4242,58.53,0.22,0.172,2.4201,50.29,35.94,25872.5,223.4,304997.1,1.0269,4889.3,243.26,206.9,1363.4,14.85,,,
 PCD1538,Redwares,Belize,Cayo,Tipu,Topoxté Red,1.4135,10.4358,0.1305,8.8892,2.2236,0.925,0.8745,23.9775,4.764,23.1827,0.8028,0.4305,9728.9,1.6308,12.77,11.01,0.3674,3.5309,61.36,0.2278,0.2532,2.8479,32.53,48.12,26164.2,213,305820.2,1.6919,2453.9,370.29,372.6,1670.2,29.85,,,
 PCD1542,Redwares,Belize,Cayo,Tipu,Topoxté Red,1.91,10.6714,0.1471,10.0797,2.1066,1.3906,1.0098,21.1508,6.126,30.423,0.6817,0.4266,13193.7,2.0502,22.89,17.43,0.3926,4.585,70.16,0.2842,0.2822,3.1073,54.42,62.04,35693.5,227.5,245696,1.6534,8413,1173.34,733.4,2126.2,35.67,,,
 *PCD1543,Redwares,Belize,Cayo,Tipu,Topoxté Red,1.9591,7.2114,0.0996,7.7018,1.4973,1.0112,0.6869,15.71,3.9424,20.041,0.824,0.2897,9547.9,1.4408,24.96,13.37,0.4105,3.4167,71.36,0.221,0.1841,2.0906,25.42,40.6,27872.2,226.6,312748.4,1.028,4110.9,302.9,861.8,2006.2,28.55,,,
 PCD1546,Redwares,Belize,Cayo,Tipu,Topoxté Red,2.0487,7.4132,0.1053,7.7052,1.4829,0.9582,0.6852,15.5499,3.1167,28.5777,0.5673,0.2889,10116.5,1.5808,32.28,14.59,0.5434,3.4709,43.36,0.2284,0.1751,2.2214,34.15,64.8,27633.4,278.8,311770.2,1.4718,7733.6,211.19,582.9,1838.8,30.3,,,
 PCD1548,Redwares,Belize,Cayo,Tipu,Topoxté Red,1.2684,7.617,0.113,7.4456,1.5519,0.9493,0.8678,17.3387,3.2889,21.764,0.4208,0.3047,9198.6,1.6927,0,11.59,0.4271,3.3844,68.42,0.228,0.1741,2.5487,38.47,48.19,26476.6,258.4,304268.5,1.3122,7675.7,293.68,583.3,1746.9,19.88,,,
 PCD1549,Redwares,Belize,Cayo,Tipu,Topoxté Red,1.6538,7.8221,0.16,8.8669,1.7484,1.9901,0.879,17.1478,4.0957,27.269,0.4351,0.352,10821.8,1.7744,0,11.8,0.5982,4.3407,60.02,0.2255,0.2113,2.9252,39.74,49.38,35016.8,149.2,280367.6,1.1142,7203,396.1,298.9,1887.7,28.89,,,
 PCD1558,Redwares,Belize,Cayo,Tipu,Topoxté Red,1.8366,7.7606,0.1209,8.1347,1.5286,0.9716,0.7035,14.2581,2.949,22.496,0.3959,0.2973,8262.1,1.3203,0,8.57,0.3245,2.9636,64.47,0.1874,0.2037,1.9918,27.85,38.62,24999.5,209.7,317262.1,1.1687,5153.9,232.37,481.3,1715.1,23.2,,,
 PCD1559,Redwares,Belize,Cayo,Tipu,Topoxté Red,1.9137,10.6088,0.1206,8.9968,1.9744,1.0871,0.8723,20.8747,5.1923,25.199,1.1843,0.3882,11776.4,1.7482,0,16.56,0.3849,4.0497,40.09,0.2629,0.2146,2.7602,50.42,57.78,34371.2,223.4,300481.1,1.5861,7684.9,692.63,1737,2215.5,23.26,,,
 PCD1569,Redwares,Belize,Cayo,Tipu,Topoxté Red,2.8085,11.1809,0.137,12.138,2.1042,0.9273,0.9315,22.391,8.2785,28.435,0.2197,0.4134,14634,2.1278,31.7,10.03,0.5366,4.7216,47.13,0.3136,0.2144,3.1131,64.08,66.7,39311.8,91.2,244800.5,1.1877,4578.6,1254.99,259.6,1368,19.79,,,
 PCD1576,Redwares,Belize,Cayo,Tipu,Topoxté Red,2.5862,9.5958,0.1432,9.4446,1.886,0.9097,0.8184,20.2536,4.1783,24.765,0.7243,0.3663,9078.6,1.5266,14.55,9.7,0.316,3.2883,82.91,0.223,0.2373,2.4862,30.71,45.74,27255,184.1,316670.3,1.509,5079.7,440.35,609.9,1618.7,29.48,,,
 PCD1589,Redwares,Belize,Cayo,Tipu,Topoxté Red,2.3198,9.5533,0.118,10.4428,1.9507,1.0454,0.8266,20.4594,4.2802,26.462,0.2544,0.3904,10020.7,1.5583,18.22,9.58,0.389,3.5714,73.25,0.2127,0.2259,2.6862,62.91,46.23,24737.1,116,289718.3,1.3385,6532.1,542.58,616.3,1942.2,35.12,,,
 PCD1590,Redwares,Belize,Cayo,Tipu,Topoxté Red,2.6217,9.3364,0.1175,8.4105,1.8794,1.2776,0.8264,20.9343,4.733,25.733,0.5194,0.3773,11611.7,1.7233,16.36,13.51,0.4291,4.0095,59.34,0.2431,0.2613,2.7498,48.89,41.09,33638,232.8,277241.7,1.3231,7115.1,433.95,295.2,2016.6,30.7,,,
*PCD1397,Redwares,Belize,Cayo,Tipu,Pastel Polychrome,1.7467,8.8359,0.1068,7.8232,1.6823,0.7141,0.7343,17.1644,3.5246,28.753,0.3852,0.3363,10356.8,1.6221,13,9.36,0.3681,3.583,54.9,0.2432,0.2488,2.519,32.25,42.65,29968.7,315.4,298685.2,1.1313,6946.6,209.43,513.4,1727.9,26.77,,,
 PCD1447,Redwares,Belize,Cayo,Tipu,Pastel Polychrome,2.8527,7.5534,0.0867,6.629,1.4399,0.9277,0.6458,14.846,3.9444,28.9705,0.1265,0.3021,10005.9,1.4845,0,3.3,0.248,3.4535,54.78,0.2086,0.1783,2.1531,36.22,33.19,25709.2,139.8,294751.8,1.1146,2671.9,250.68,140.4,1718.7,14.47,,,
 PCD1485,Redwares,Belize,Cayo,Tipu,Pastel Polychrome,2.8286,7.4595,0.1097,6.283,1.479,1.0165,0.6456,18.5988,3.7097,19.9284,0.195,0.3177,9167.9,1.5873,27.7,7.75,0.3156,3.3435,93.41,0.2061,0.2237,2.4333,52.95,37.26,27040.6,303.7,301768.2,1.0045,5711.1,454.4,324.6,1397.6,24.74,,,
 *PCD1527,Redwares,Belize,Cayo,Tipu,Pastel Polychrome,3.522,13.03,0.1554,13.6359,2.6711,1.1398,1.2057,29.3139,4.8305,34.3655,0.4732,0.4725,9894.1,2.1545,12.84,6.5,0.3745,3.5301,68.55,0.2197,0.3408,3.3772,29.27,61.87,25522.4,258.7,320858.9,1.8861,2356.2,378.96,288.3,1943.2,28.93,,,
 *PCD1574,Redwares,Belize,Cayo,Tipu,Pastel Polychrome,2.5973,9.8646,0.1242,9.3703,1.8905,1.3053,0.9004,21.512,5.8514,30.543,0.5733,0.3804,12945.3,2.0314,25.89,9.55,0.3332,4.282,56.04,0.2663,0.248,2.893,44.99,57.88,35326.1,138,257728.4,1.189,4878.1,490.29,183.5,1907.8,39.82,,,
 PCD1577,Redwares,Belize,Cayo,Tipu,Pastel Polychrome,2.8369,10.3513,0.1205,10.1479,2.0941,1.3575,0.8698,22.1534,4.6715,29.271,0.2925,0.4005,10768.3,1.7327,12.45,7.06,0.3777,3.7437,67.9,0.2554,0.2515,2.7577,54.33,58.47,31473.7,87.5,284019.4,1.4562,2985,366.72,266.1,1869,20.27,,,
 *PCD1580,Redwares,Belize,Cayo,Tipu,Pastel Polychrome,2.3612,8.3207,0.1021,7.8873,1.674,1.1114,0.7325,15.2388,5.5382,24.916,0.329,0.3156,9730.8,1.3825,18.89,9.21,0.3945,3.2599,46.72,0.206,0.2235,2.1282,54.66,42.7,26076.4,218.5,306769,1.2785,4764.7,718.44,540.8,1614.8,20.22,,,
 PCD1586,Redwares,Belize,Cayo,Tipu,Pastel Polychrome,2.3262,8.5321,0.1192,9.4916,1.7384,1.1121,0.782,18.6957,4.3854,29.533,0.3763,0.339,11131.8,1.7629,25.85,8.75,0.3839,3.9255,59.67,0.2405,0.2237,2.5403,79.23,41.55,28949.5,100.4,278336.6,1.2331,4155.8,361.57,481.3,1595.4,31.95,,,
 *PCD1591 ,Redwares,Belize,Cayo,Tipu,Pastel Polychrome,1.6998,9.286,0.1223,10.0972,1.7991,1.1538,0.7883,18.6535,3.5291,25.362,0.2941,0.3469,10095.8,1.702,23.71,7.67,0.3212,3.4595,84.74,0.2237,0.2136,2.4664,44.24,58.76,27778.6,119.1,290078.8,1.4724,6384.4,218.7,806.3,1940.1,21.95,,,
